id,ind_text,tgt_text
indolem-train-2940,tidak ada wifi nya,wati wara wifi na
emot-train-3173,tahu acara yg paling asik? Acara asikahan anak kita nanti [USERNAME] [USERNAME] #IniSahurTIKETCOMHariKe20,ma bade acara ma asik poda? Acara asikahan ana ndai pede [USERNAME] [USERNAME] #IniSahurTIKETCOMHariKe20
emot-train-2993,"Persis. Keluarga ibu yg mualaf dr menado dan indonesia timur, jd byk yg kristen, sedari kecil sudah biasa dateng dan kasih selamat waktu mereka paskah dan natalan. Dan mereka gak pernah absen kalo kita lebaran, pasti rombongan sowan lebaran ke 2","Sama. Keluarga ina ma mualaf dari menado labo indonesia ele, nda'di mboto ma kristen, aipu to'i wa'una waura biasa mai ro mbei salama wunga sia doho paskah ro natalan. Labo sia doho wato perna absen wungasi aruraja ndai, pasti satuhu sowan aruraja ka 2"
emot-train-3003,[USERNAME] Bukan gamau. Tapi gimana ya. Kalo dirumah aja malem malem takut sendirian. Kalo udah punya anak si mending ga sepi bgt tapi kalo ini sendirian terus tbtb ada kecoa gimana gitu kan ya:'),[USERNAME] Laina da ca'u. Pala bune ya. Kali ta uma mpoa amanga'di dahu kese. Kalo waura ntau ana si tahopu wati sawingo poda pala kalo ake kese ncau si edempara wara sambariki mai sadeka bune ndede kan ya:')
indolem-test-847,Pliiis atuhlah pengen banget bunuh orang ?? ? Sabar by Afgan ? https://path.com/p/1VUm4E,Pliiis atuhlah ne'e poda hade dou ?? ? Sabar 'ba Afgan ? https://path.com/p/1VUm4E
emot-validation-398,[USERNAME] [USERNAME] sebenarnya orang itu yang katanya Profesor gak bisa jawab... jadi belagak congkak... sok melempar jawaban ke yang lain untuk jawab...,[USERNAME] [USERNAME] sapoda kaina dou ede ma nggahina Profesor wati loa cambe… nda'di kagence… sok pale jawaban ta makalai loakura cambe…
indolem-test-153,Selamat pagi! Siap2 ke sekolah! Smg hari ini menyenangkan? Have a blessed day ya!,Salama amasi'di! Ambi2 lao ta sakola! Semoga sanai ake wara sana kai? Have a blessed day ya!
emot-train-1998,org yg gagal d masa laluny berarti org itu paling d benci allah itu hny prabocor krn otakny jg bocor bocor bocor pengikutny ap lg otakny moter2 [USERNAME] [USERNAME] [USERNAME],dou ma gagal ta masa ma uluna na sarence kai 'ba allah ede Cuma prabocor 'bara lengi lengi lengi iti tutana auwali pengikutna na waura wari wonge [USERNAME] [USERNAME] [USERNAME]
indolem-train-2232,ac kurang dingin dan kamar model lama,ac kura busi labo kama model ntoi
indolem-train-2679,Air gak jalan sama sekali. TV gak ada. Rupanya ini bukan hotel. namun kos kosan gtu tapi dijadikan airy rooms. air gak jalan sama sekali. wifi gak ada. pelayanan kurang very bad lah. not recommended,Oi wati lampa sama sakali. TV wati wara. Palasi ake laina hotel. malaisi kos kosan ndede pala kanda'di airy rooms. oi wati lampa sama sakali. wifi wati wara. pelayanan kura bona poda lah. wati 'di rekomendasi
emot-test-332," Jika ingat diriMu, hati ini plong gitu ku akan mempetahankan dirimu dalam rasaku karena kau adalah........... Sejatiku...!!! penuh cinta","Kawara si nggomi, ade ake colu ndede nahu 'dima pi'i nggomi ade iuku karna nggomi ederu........... Sejatiku...!!! 'bini meci"
indolem-train-877,"Muka tak hensem takpe asalkan pandai buat lawak. Contoh, Pergi kedai nak beli Rexona, Lupa, takde ketiakkkk. HAHAHAHA.","Pahu wati hensem takpe ma penti re loa ndawi nca'bi. Contoh, Lao kedai ana weli Rexona, Nefa, tiwara saliriiii. HAHAHAHA."
emot-test-114,Liat boneka susan aja sudah ampun. Lha ini malah diajakin nonton film horror boneka sabrina.,Tio tato susan aja waura kangampu. Lha ake malah nareceku ntanda film horror tato sabrina.
indolem-test-629,tema baju untuk HS.. gaun pesta princess(?) hahaha :3 aku mau pake cosplay cuman bingung dimana?.,tema 'baju ru'u HS.. gaun pesta princess(?) hahaha :3 nahu ne'e kani cosplay cuma mbora aka ta'be?.
emot-train-3045,"[USERNAME] Iyeee bik, di sini joke receh pun ga masalah, malahan bikin stress hilang, coba di instagram, aduh maha benar netijen dg segala komenannya ?","[USERNAME] Iyeee bik, ta ake ece pun tiara masalah, malah kambora kai stress, kasimpa ta instagram, alae ncihi lalo netijen kai sara'a komenna ?"
emot-validation-171,"keesokan paginya aku tanya sama bapak dan emak apa tadi malam nyalain TV, eh ternyata nggak ada yg tau siapa yg nyalain tuh TV. iihhh,, aku jadi kepikiran yg nggak-nggak. aku berfikir kalo itu pasti genderuwo yang nyalain tuh TV. iihhh..serem.","nai si'dina nahu so'di labo ama ro ina la kalea menana TV aka sanga'dina, eh palasi wati wara ma 'bade cou ma kalea TV ede. Iihhh,, nahu nda'di fiki ma kalai hampa-kalai hela. Nahu fiki edesi genderuwo ma kalea TV. Iihhh..samangi."
emot-train-999,"Alhamdulillah, sudah menjadi fans dari sumber berita ANTARA [USERNAME] Ikutan kuy [USERNAME] [USERNAME] [USERNAME] semoga bisa menjadi #TemanANTARATerfavorit","Alhamdulillah, waura nda'di fans dari sumber berita ANTARA [USERNAME] 'Batu kuy [USERNAME] [USERNAME] [USERNAME] semoga loa nda'di #TemanANTARATerfavorit"
emot-train-1457,"Lewat tengah hari, semoga harimu menyenangkan ya, yuk semangat!","Kalalo mbolo ninu, semoga nggomi sana sanai-nai ya, yuk semangat!"
indolem-train-1339,"baik,hanya aroma airnya yg kurang mendukung saat mandi seperti bau got","taho,cuma ngolo oina ma kura katenggo aipu ndeu bune wou lapa"
indolem-train-1354,"Di Banda, 2 rumah & 28 ekor sapi, hanyut. 400 rumah, 30 hektare padi dan dua hektare jagung terendam, pagar sekolah dan kantor desa rusak.","Ta Banda, 2 uma & 28 mbua capi, wa'a rai 'ba oi. 400 uma, 30 hektare fare labo dua hektare jago li'i 'ba oi, kuta sakola labo kantor rasa iha."
indolem-train-2897,tdk ada air panas utk mandi,wati wara oi pana ru'u ndeu
emot-train-675,Apa hukumnya bermain musik stad? jelas HAROOOOM hukumnya! Berdosa kita memainkannya! Begitulah kira-kira percakapan yg terjadi antara penanya dan seorang ustad disebuah acara tv yg intronya pake musik.,Au hukumanna mpa'a musik stad? jelas HAROOOOM hukumna! Nadosa ndai mpa deka! Ndede kira-kira nuntu ro nggahi ma nda'di antara ma so'di labo sabua ustad ta sabua acara tv ma introna kani musik
emot-train-3019,"Malem ini nyoba bikin overnight oat yg kadar pisangnya lebi banyak daripada oatnya  Tida lupa ditambah chia seeds, madu, dan vsoy  Semoga sahurqu nanti lebih manis daripada angan-angan~~ [URL]","Amanga'di ake kasimpa ndawi overmight oat ma mbotopu kalona daripada oatna  Wati nefa tamba kai chia seeds, oi ani, labo vsoy  Semoga saoku nda'di macipo pedena daripada karua-mpoa~~ [URL]"
indolem-train-1765,"Kebersihan sangat tidak baik, kamar bau. ","wati taho raso poda, kama wou."
emot-test-407,aku cantik loh pacarnya acong jangan ganggu ganggu ya,nahu ntika loh dou ne'ena acong aina hako hako ya
emot-train-1600,"Kesabaran adalah kebahagiaan dari dalam hati, sadar bahwa Tuhan lebih tahu segalanya.","Kasaba ederu sana ma mai dari 'dei ade, imbi bahwa Ruma ma bade sara'ana."
indolem-test-444,"Lokasinya deket bgt dari halim. Karyawan juga ramah. Cuman sayangnya kamarnya kotor, seprei ada kotoran cicaknya, dan sepreinyaa bau. Kasur juga jeglong. Sedih banget. Semoga bisa lebih baik.","Hi'dina 'deni poda labo halim. Karyawan rau ramah. Cuma sajana kamana sampu, seprei wara ta'i sarempana, labo sapreina wou. Nepi rau jeglong. Sadih poda. Semoga loa naha taho."
emot-train-644,"Happy Pendadaran [USERNAME] kamu hbs ini kerja yg di kantoran aja ya, jangan yg turun ke lapangan panas-panasan. Aku takut kamu tambah item. [URL]","Happy Pendadaran [USERNAME] nggomi nggori ake karawi ma ta kantoran mpa ya, aina ma londo ta lapangan pana-pana. Nahu dahu nggomi naha me'e. [URL]"
indolem-train-2685,Sinyal hp jelek. wifi juga terbatas,Sinyal hp bona. wifi rau timanta ade
indolem-train-3109,kamar sangat nyaman. terdapat balkon. tetapi handuk sgt kecil dan waktu saya menginap kebetulan tv sedang off. resepsionist pria kurang senyum,nyaman poda kamana. wara balkon. pala handu to'i poda labo waktu nahu ngge'e kebetulan tv wunga off. resepsionist mone kura sarome
indolem-train-2959,Ini Nasib Pemenang Konvensi Jika Demokrat Tak Raih 20 % Suara Pemilu http://tinyurl.com/m9mbuz4,Ake Nasib Ma Ngolu Konvensi Na Rakasi Demokrat 20 % Eli ta Pemilu http://tinyurl.com/m9mbuz4
indolem-train-1801,Kantor Menteri Susi didemo ribuan nelayan http://nasional.kontan.co.id/news/kantor-menteri-susi-didemo-ribuan-nelayan ?,Kantor Menteri Susi demo 'ba pila riwu nelayan http://nasional.kontan.co.id/news/kantor-menteri-susi-didemo-ribuan-nelayan ?
indolem-train-944,"@pengusahaPKS: Inilah cara tepat ibu hebat menyehatkan keluarga dg @SalimahFood #GemarIkan Info HP/WA 087788955995, ","@pengusahaPKS: Akeku cara mancihi ina heba kaseha keluarga kani @SalimahFood #GemarUta Info HP/WA 087788955995, "
emot-test-346,"Sebenernya gue sayang, di stiap kali berpapasan.","Sapoda kaina nahu meci, niki cao angi"
emot-train-1739,"Terima kasih Dinporapar Kabupaten Purbalingga, juga rekan2 pramuwisata Purbalingga, yang telah datang dan berpartisipasi dalam acara buka puasa bersama. [USERNAME] untuk hadirnya pula. Sinergi saling mengisi dan memajukan Pariwisata. [URL]","Tarima kasi Dinporapar Kabupaten Purbalingga, labu lenga2 pramuwisata Purbalingga, ma waura mai ro 'batu ade acara bungka puasa kasama. [USERNAME] ru'u mai mbolo. Sinergi cua isi ro kamaju Parawisata. [URL]"
indolem-train-3327,kamar kotor... tidak ada perlengkapan snack dan mandi dari airy,kama sampu... wati wara marakani snack labo ndeu dari airy
indolem-train-711,"8. Plus, 4 hadiah HP buat 4 orang kreatif lainnya #MakeItHappen #Kapanlagi. Mau nggak? :D","8. Plus, 4 hadiah HP ru'u 4 dou kreatif lainna #Kanda'dipu #BuneAiWali. Mane'e ro? :D"
emot-train-3294,"Jerman ini kebanyakan pemain bagus ato gimana yah?? Sekelas Sane, young player of the year loh, gak dipanggil timnas ckckckck Puyeng kali nii om Joachim.. [URL]","Jerman ake mboto pemain caru ato bune yah?? Sakelas Sane, young player of the year loh, ti ou 'ba timnas ckckckck Mimi mada sakali ake om Joachim.. [URL]"
indolem-train-1783,"sempit, tidak terlalu bersih ... ","seke, wati ipi raso ..."
indolem-train-3357,"Ac tidak dingin,selimut dan sprei gatal seperti 10 tahun tidak diganti","Ac wati 'busi,salimu ro sprei kadi bune 10 mba'a wati la cepe"
indolem-test-595,Mengalah pada nafsu makan yg menggebu-gebu akan menggagalkan program diet yg Anda jalani. #Diet,Kasomba ta nafsu ngaha ma kapana-pana 'dima kagagal program diet ma wunga kalampa 'ba Nggomi. #Diet
indolem-train-724,Minum 2 gelas air putih sebelum makan dapat membantu Anda menurunkan berat badan dan melawan obesitas.,Nono 2 galas oi bura sawatipo ngaha loa bantu kai Ndaimu kalondo tani sarumbu labo ncao obesitas.
indolem-train-3119,rumah di jadikan penginapan.udah gitu pas mau masuk pagar ny gak ada yg buka.kecewa besar di buat airy ini,uma la kanda'di ngge'e kai.waura ndede aipu ne'e lu'u raba na wati wara ma hengga.sinci ade na'e ta ru'u airy ake
indolem-train-469,Malam mingguan di kantor doong.. #antimainstream (with Dita and Agung at Office 8) ? https://path.com/p/2c6Nfp,Amanga'di ahad ta kantor doong.. #antimainstream (labo Dita ro Agung ta Office 8) ? https://path.com/p/2c6Nfp
indolem-train-2883,kamar tidak pernah dibersihkan..,kama wati perna la karaso..
indolem-train-2087,Saya dan rekan saya kecewa dengan keadaan kamar no. 16 fasilitas AC yg ada sangat sangat tidak berfungsi. Bahkan di luar kamar lebih dingin drpd d dalam kamar. Rekan saya pun akhirnya memilih tidur di dalam mobil.. Saya dan rekan tidak akan pernah menginap di Ananda lagi. Cukup.,Nahu labo lengaku male ade tioku keadaan kama no. 16 fasilitas AC ma wara poda poda daloa kani. Bahkan ta ari kama ipi busi daripada ta dei kama. Lenga nahu aja nda'di kaina maru ta ade oto.. Nahu dan lenga wati bakal perna ngge'e ta Ananda wali. Taho.
indolem-test-356,bagus.. sesuai expectasi. hanya AC kurang dingin. mgkn butuh servis saja,caru.. ncihi labo expectasi. hanya AC kura busi. kombi butuh servis mpoa mpa.
indolem-test-879,"Dinding kamar perlu dicat ulang, dinding lembab dan cat ngelupas. Selimut kurang bersih. Harga murah, kamar luas. Nyaman","Dindi kama paralu cat mboda, 'dindi howo labo cat na taloka. Salimu kura raso. Co'i ncera, kama paja. Colu"
emot-test-245,"Jam 21:59 WIB berangkat. Ati-atiii yaaa bapak sayang... Teteh Hanna sayang... Pokoknya kirim kabar terus lewat WA yah! Kirim foto-foto. Bapaaakk, jagain teteh Hanna loh! Lancar selamat sehat sampai balik pulang ke rumah dst ya. Have fuuunn...!!","Jam 21:59 WIB lao lampa. Nari-nariii yaaa ama meci... Teteh Hanna meci... Pokona kahaba ncaupu kai WA yah! Nggadu foto-foto. Amaaa, sandaka teteh Hanna loh! Lanca salama taho hampa mbali dula ta uma dst ya. Have fuuunn...!!"
indolem-train-1412,kondisi kamar sesuai harga. sprei perlu diganti.,"pahu kama ncihi ncao labo co'I, saprei paralu 'di cepe."
emot-validation-312,"[USERNAME] Namanya juga kerja a -_- harus profesional, kalo gak profesional mau makan apa neng? Cinta? Gak kenyang neng lebih suka makan daging apalagi yg bakarnya aa!","[USERNAME] Ngarana rau karawi a -_- musti profesional, watisi profesional ne'e ngaha au neng? Cinta? Wati mbocu neng ca'upu ngaha hi'i auwali ma puruna aa!"
emot-train-61,"[USERNAME] [USERNAME] Sabar terus hehehee, engga mereka gatau kalau mereka tau aku udah diceramahin panjang lebar nanti disangka aku gak sayang Allah lah, dll:(","[USERNAME] [USERNAME] Saba ncau hehehee, ti wati 'badena sia doho 'bade nahu waura la ngoa ro tei sanaru ncai pedena kaceiku nahu wati meci Allah laj, dll:("
indolem-train-2740,wifi tolong diperbaiki.. ada 2 yg satu sekali tdk ada internet satu lagi tdk stabil sinyalnya..,wifi tolong kataho.. Wara 2 ma sabua sakali wati wara internet sabua wali wati stabil sinyalna..
indolem-train-1022,"Kalau didunia ini ada yang bisa tersenyum ngeliat orang yang disayangnya pergi, gw salut. Karena gue gak bisa :) http://instagram.com/akujujurid ","Kalau ta dunia ake wara ma loa sarome tio dou la mecina lao, nahu salut. Karna nahu wati loa :) http://instagram.com/akujujurid "
indolem-train-1555,"air shower nya tidak lancar, selimutnya agak apek, wifi tidak kenceng","oi shower na wati lanca, salimutna wara sa apek, wifi wati ipi rai na"
indolem-train-3130,Hotelnya jadi satu dengan kost. Agak kotor dan berisik. Kebersihan perlu ditingkatkan.,Hotelna nda'di sabua labo kost. Wara sa sampu labo ngango. Rasona paralu kateka wali.
emot-train-741,Positif thinking aja..susu kental manis ga ada susu nya..besok2 pasti ada koq susunya..sama ky 2019ganti presiden..skrg blom ada presidennya kan?,Positif thinking mpa..susu kabepe maci ti wara susu na..nais2 musti wara koq susuna..bune ky 2019cepe presiden..ake watipu wara presidenna kan?
indolem-train-3186,"cozy, pas deh buat yg budget cuman ga ada selimut, ","cozy, ncihi ncao ke ru'u ma budget cuma wati wara selimut,"
indolem-train-1754,[NGERI] Raffi Ahmad Nyaris Berkelahi Dengan Depkolektor @ Dahsyat 25 Sep...: http://youtu.be/KKpOfy7G_UI  lewat @YouTube,[SAMANGI] Raffi Ahmad Sato'i Kai da Ncaona Labo Depkolektor @ Dahsyat 25 Sep...: http://youtu.be/KKpOfy7G_UI  lewat @YouTube
emot-test-281,Ketika ada kegiatan kantor di Pusat yang bertepatan pada rencana tgl pulang itu artinya adalah tiket pulang gratis :) [URL],Wunga wara kegiatan kantor ta Pusat ma ncihi ncao labo rencana tanggal dula ede artina ederu tiket dula gratis :) [URL]
emot-train-2906,"[USERNAME] [USERNAME] Presiden itu badan executive sedang DPR itu badan legislative, bagaimana bisa dua lembaga yang berbeda dapat diartikan pemerintah?","[USERNAME] [USERNAME] Presiden ede sarumbu executive wunga DPR ede sarumbu legislative, kabune loa dua lembaga ma kalai raka diartikan pemerintah?"
indolem-test-412,kamar nya bau jamur.. lembab.. kurang nyaman..,kama na wou cacoro.. howo.. kura colu..
indolem-train-2493,Tidak ada air panas dan sarapan,Wati wara oi pana labo ngaha si'di
indolem-train-1793,"Kenapa pakai purdah bagai, ni bukan negara arab. Malaysia je kot"""" Em, """"Kenapa pakai baju mcm orang kafir? Ni bukan negara yahudi"""" Nah??","Ba'bau kani purdah bagai, ake laina negara arab. Malaysia je kot"""" Em, """"Ba'bau kani 'baju bune dou kafi? Ake laina negara yahudi"""" Nah??"
indolem-test-377,"Fasilitas yang ada sesuai dengan harga, walaupun AC memang kurang dingin..","Fasilitas ma wara ncihi ncao labo co'i, konde AC memang kura busi.."
indolem-train-2156,"#tinkling_music > Bikin Video Klip, Syahrini Pakai Konsep Absurd http://goo.gl/fb/lNVF1Z ","#tinkling_music > Ndawi Video Klip, Syahrini Kani Konsep Absurd http://goo.gl/fb/lNVF1Z "
emot-train-3365,Pak gubernur [USERNAME] dan [USERNAME] di sini di depan [USERNAME] selalu macet setiap sore. Tolong pak di evaluasi. [URL],Pak gubernur [USERNAME] labo [USERNAME] ta ake ta tando [USERNAME] macet ncau niki amambia. Do'do pak ta evaluasipu. [URL]
indolem-test-418,wifi tidak sampai kamar,wifi wati hampa kama
indolem-test-483,"Banyak nyamuk, sinyal TV jelek, tidak ada wifi. WC kotor ada tikus.","Mboto karoku, sinyal TV bona, wati wara wifi. WC sampu wara karawo."
indolem-train-2421,"Fasilitas air untuk mandi sedikit keluar nya, tidak ada televisi atau televisi tdk bisa digunakan ( Mati ), tidak ada tissue. ","Fasilitas oi ru'u ndeu sato'i losa na, wati wara televisi atau televisi wati loa 'di kani ( Made ), wati wara tissue."
emot-test-334,"[USERNAME] Guru gw dulu juga ada yg mirip gini nih, malah sampe nyumpahin gw ga dapet kerja. Ya udah lah. Mau bales nanti malah dosa dia berkurang kan sayang *eh","[USERNAME] Guru nahu ntoina rau wara ma sarai ndake ke, malah hampa sake kaina nahu ti raka karawi. De waura lah. Cambe nggahi dekasi pede re dosa sia ma kura *eh"
emot-train-649,"Ketemu orang yang duduk sampingan di pesawat waktu balik mks di tempat check in.. Kalau dia beruntung duduk lagi sampingan, berarti diami... Yg duduk di kursi pesawat. Apakah?","Eda angi dou ma doho ta kompe wunga ta kapa ma ngemo aipu mbali mks ta hi'di check in.. Na laba si sia doho wali kompe, berarti diami... Ma doho ta kadera pesawat. Auku?"
emot-train-310,Sama sekali nggak. Arab lokal nggak peduli kok dengan cara berbusana orang lain. Banyak Arab pendatang dan nggak semua berhijab. Orang Asia dan bule bahkan bisa pakai tanktop dan celana pendek ke mall.,Sama sakali wati. Arab lokal wati padulina kok labo cara kani dou makalai. Mboto Arab ma mai labo wati sara'ana kani to'du. Dou Asia labo bule kone loa kani tanktop labo saroa kompo ta mall.
indolem-train-2186,"RT @VIVAlife_: VIDEO: Ayu Ting Ting Sewot, Raffi Ahmad Bahas Enji http://dlvr.it/8jNmml  ","RT @VIVAAlife_: VIDEO: Ayu Ting Tuna Ade, Raffi Ahmad Bahas Enji http://dlvr.it/8jNmml  "
emot-test-1,Penyakit hepatitis B 100x lebih infeksius dari HIV/AIDS Duhh serem! Dan belum ada obatnya.,Supu hepatitis B 100x ipipu infeksius dari HIV/AIDS Duhh samangi! Labo watipu wara lo'ina.
emot-train-853,"[USERNAME] Narsumku rutin minum obatnya. Pernah dia skip setahun gak minum obat, karena waktu itu ngerasa dia baik2 aja. Begitu skip minum obat, dia balik lagi dengar bisikan2, bahkan lebih parah. Kalau minum obatnya terkontrol, dia bilang menjalank","[USERNAME] Narsumku ntuwu nono lo'ina. Perna sia skip samba'a wati nono lo'i, karna aipu ede iuna taho2 mpa. Begitu skip nono lo'i, sia mbali ringa wali nggahi ta fiko, bahkan naha ipi. Na nonosi lo'ina terkontrol, nggahi sia kalampa"
indolem-train-33,Ternyata Ini Rahasia Sehat Tanpa Makan Nasi: Pola makan yang dijalani Lena tersebut sebenarnya telah lama menj... http://bit.ly/1LUZrN7,Palasi ake Rahasia Sehat Tanpa Ngaha Oha: Pola ngaha ma karawi ba Lena edere sebenarnya waura ntoi menj... http://bit.ly/1LUZrN7
emot-train-3334,"[USERNAME] Cowo romantis itu mah pokoknya cowo idaman menurut aku :), dan berarti dia secara ga langsung sayang banget sama aku, dengan segala perhatiannya :)","[USERNAME] Mone romantis ede mah pokona mone idaman ru'u nahu :), labo berarti sia sacara da langsung meci poda labo nahu, labo sara'a perhatianna :)"
indolem-train-530,"Di antara 4 pulpen legendaris ini, nomor 4 yang paling jadi idola anak sekolah http://mlsbgt.de/1C6Cpml  ","Diantara 4 mbua bolpoi legendaris ake, nomor 4 ma paling nda'di idola ana sakola http://mlsbgt.de/1C6Cpml"
indolem-train-3383,"semuanya baik, kecuali pemasangan TV, posisi gak tepat. masak TV didepan lemari.","sara'ana taho, sela kaisi pasa TV, hi'di wati ncihi ncao. mbako TV ta tando alamari. "
emot-validation-185,"Rabu, 06-06-2018, anakbujangku selesai menempuh pendidikan di TK Bhakti Ibu, Bakauheni. Eit, ternyata ia dapat piala jugak hehehe","Rabu, 06-06-2018, ana sampelaku nggori tempuh pendidikan ta TK Bhakti Ibu, Bakauheni. Eit, palasi sia raka piala rau hehehe"
indolem-train-3594,"kqmqrnya bau rokok,,, pelayanannya kurang ramah","kamana wou rongko,,, pelayananna kura kambera"
emot-train-2269,aduh mentang2 cantik jadi kamu bisa nilai kekurangan orang senaknya begitu ya jangan sombong mbak cantikmu itu milik tuhan,alae 'ba antasi ntikamu loa pehe sabara ne'emu ta dou ya aina sombo siwe ntikamu re ntau ruma
indolem-train-1817,Petinggi PDIP Kota Tarakan di Gerebek Saat Sabung Ayam - Indopos http://goo.gl/fb/lxyWLo  #tarakan,Mantasa kai 'ba PDIP Kota Tarakan ta Gerebek Wunga Taji Janga - Indopos http://goo.gl/fb/lxyWLo  #tarakan
indolem-test-838,air panasnya ga berfungsi,oi panana wati ngawa
emot-validation-283,"udah ah, tetep ariel tatum idolaquh. betapa banyak kata2 tidak pantas dari para netijen lelaki tapi doi stay calmdown. namanya public figure mah kudu setrong ya mbak ariel ","tahorae, ntenempa ariel tatum idolaquh. Pahu ba mbotona kata2 wati caruna dari samenan netijen mone pala doi stay calmdown, ngarana public figure mah kudu setrong ya mbak ariel"
emot-train-2130,"ayahku mau ke bali dan td aku kabarin ttg ini. trus ayah bilang ""kalo ayah wafat doain ya, blabla"" sumpah aku jd takut bgt sm yg namanya meninggal. ","amaku ne'e lao ta bali labo kande nahu kahaba tentang ake. edempara ama nggahina ""made si ama doa weapu ya, blabla"" sake nahu nda'di dahu poda labo ma ngarana made."
indolem-train-163,"Tolak HAMAS, Langkah Pemerintah Dipuji PDIP http://bit.ly/1KwhWtq  Gol ajaib Andrea Pirlo kokohkan posisi Juventus http://bit.ly/1AVrEDz ","Tola HAMAS, Langga Pemerintah Roi ba PDIP http://bit.ly/1KwhWtq  Go ajaib Andrea Pirlo katenggo posisi Juventus http://bit.ly/1AVrEDz "
emot-train-3171,Kalau di lihat kebelakang ternyata sudah 4 tahun terkhir kali benar-benar berjuang sampai titik akhir. Dan sekarang untuk memulai lagi kyknya masih malas. Atau emang blm bisa membuka pintu yg lama terkunci atau hanya takut saja. Yaasudahlah jalani saja hidup ini.,Ma kawara mbalisi waura 4 mba'a cumpu kai kapoda-poda berjuang hampa sacumpu. Ake tampu'u mboda walisi mbuipu 'daju ambina. Atau emang watipu loa hengga ncai ma ntoira kapu atau dahu mpoa mpa. Yaasudahlah kalampa mori ake.
emot-test-313,"Jangan tanya sedang apa aku hari ini, karena yang kulakukan selalu sama. Sedang mencintaimu. Setiap hari","Aina so'di wunga au nahu sanai ake, 'ba au la karawi sama ncau. Wunga cinta ta nggomi. Sanai-nai"
indolem-train-1672,"Hanya karena dia gak protes, bukan berarti dia gak memupuk rasa muak. Nanti dia tiba-tiba pergi, semuanya terlambat.","Ba antasi sia wati parotes, laina berarti sia wati wule nawana. Pede sia lao sadeka, sara'ana ngeri."
