id,ind_text,tgt_text
indolem-validation-328,"Sebenarnya secara keseluruhan kamar ok, bersih, rapi dan nyaman. Cuman yg bikin kecewa waktu tdr di selimutnya ada tungau nya (kutu busuk) jadi tidurnya tidak pulas karena harus garuk2 kaki","Sabananyo secaar kasaluruahan biliak ok, barasiah, rapi dan nyaman. Cuman nan buek kecewa wakatu lalok di salimuiknyo ado tungau nyo (kutu busuak) jadi laloknyo ndak puleh karno harus garuak-garuak kaki"
emot-test-250,Terima kasih kepada Undiknas Bali yang mempercayakan perjalanan company visit Singapore - Malaysia kepada Kusuma Holiday Tour,Tarimo kasih kapado Undiknas Bali nan mampacayoan parjalanan kunjungan perusahaan Singapura - Malaysia kapado Kusuma Holiday Tour
indolem-train-1674,"ok aja la, wi-fi kaga ada","Ok se la, wi-fi indak ado"
indolem-train-834,"pelayanan ramah, saran aja mungkin lebih diperhatikan water heater nya. Selebihnya, OK","panjagonyo elok, saran se mungkin labiah diperhatikan water heater nyo. Salabiahnyo, OK"
emot-train-1721,"[USERNAME] Min kalau tidak ada perawatan Transjakarta ini bisa seperti metro mini, saya tiap hari naik Basway ini 60% mobil nya bermasalah","[USERNAME] Min kalau ndak ado parawatan Transjakarta iko bisa bantuak metro mini, aden satiok hari naiak Basway ko 60% oto nyo bamasalah"
indolem-validation-398,Jgn gitu ah tom @Cent_tommy: makan sehari cuma sekali gara2 di block andela gak nafsumakan ... mungkin bskbbskbgak nafsu hidup ?,Jan gitu lah tom @Cent_tommy: makan sahari hanyo sakali gara2 di block andela ndakk nafsu makan ... mungkin bskbbskbgak nafsu iduik ?
emot-validation-215,"Aq lebih takut ama manusia daripada ama setan. Gk pernah ada setan kemanusiaan, tapi kalo manusia kesetanan banyak bahkan seram abis","ambo labiah takuik ka manusia daripado ka setan. ndak ado setan nan kamanusiaan, tapi kalau manusia kasetanan banyak bahkan saram abih"
indolem-train-2209,perlu selimut dan tambahan papan nama di pinggir jalan supaya tidak bingung cari tempat ini,Paralu salimuik dan tambahan papan namo di tapi jalan supayo indak binguang cari tempek iko
indolem-validation-97,"Tweeps, ingin tahu manfaat yang bisa Anda dapatkan saat makan ubi jalar? Baca artikelnya di sini -> http://bit.ly/1xTW0lS ","Tweeps, nio tau manfaaik nan bisa sanak dapek an katiko makan ubi jala? Baco artikelnyo di siko -> http://bit.ly/1xTw0IS"
indolem-test-197,Teh hijau bisa meredam rasa lapar sehingga Anda bisa melakukan keputusan rasional tentang apa yang akan Anda makan. [The Nutrition Twins],Teh hijau bisa maredam raso lapa sahinggo ang bisa malakuan keputusan rasional tantang apo nan akan ang makan. [The Nutrition Twins]
indolem-test-890,Aman dan nyaman + ac kurang dingin,Aman dan nyaman + ac kurang dingin
indolem-train-2097,Politisi PDIP Masih Ngotot Jerat Samad-BW : http://fajar.co.id/headline/2015/02/20/politisi-pdip-masih-ngotot-jerat-samad-bw.html ?,Politisi PDIP masih mangareh jarek Samad-BW http://fajar.co.id/headline/2015/02/20/politisi-pdip-masih-mangareh-samand-bw.html?
indolem-test-881,warnai seprai tidak bersih..dan lingkungan kotor.. handuk hrs diminta dulu..itupun dikasih satu..padahal ada 2 orang. dan pelayanan kurang ramah.,warna seprai indak barasiah..dan lingkungan kumuah..handuak harus dimintak dulu..itupun diagiah ciek..padahal ado 2 urang. dan pelayanan kurang ramah.
emot-train-1239,"Kadang suka kasian sama tukang parkir, kebingungan gitu kalo markirin jet acu saking gedenya. Jadi sekarang prefer naik UFO aja deh. Lebih minimalis tempat parkirnya #KeluhanBorjuis","Kadang suko ibo samo tukang parkir, kabingungan kalau markiran jet acu saking gadangnyo. Jadi kini prefer naiak UFO se deh. Labiah minimalis tampek parkirnyo #KeluhanBorjuis"
indolem-test-978,"air panas gadak, 2x nginap 2 2 nya bertemu kasurnya","Aie angek ndk do, duo kali nginap duo-duonyo basobok kasuenyo"
indolem-train-536,Nabi Dawud memilik kemampuan untuk melunakkan besi hanya dengan tangannya tanpa harus menempa dgn api kemudian di buat menjadi baju zirah,Nabi Dawud memiliki kemampuan untuak malunak an basi hanyo dengan tangannyo tanpa harus menempa jo api kemudian di buek manjadi baju zirah
emot-train-2427,"[USERNAME] [USERNAME] Nah kalo ini baru bener, semua yang salah patut disalahkan buat introprksi dan membenarkan permasalahannya, bukannya udah salah e malah lari takut disalahkan ","[USERNAME] [USERNAME] Nah kalau iko baru batua, sagalo yang salah patuik disalahan untuak instropeksi dan mambanaan permasalahannyo, bukannyo alah salah e malah lari takuik disalahan"
emot-train-3151,omg parah bnr2 insom blm ngantuk2 mata gw msh seger aja pikiran lg kacau sih kyk.gini dah efek pikiran lg tegang n hawa suntuk kesel dari kmrn hiiiiks,omg parah bana bana insom alun ngantuak-ngantuak mato den masih segar se pikiran sadang kacau eh bantuak giko lah efek pikiran sadang tagang dan hawo suntuak samak dari patang hiiiiiks
indolem-test-873,"kamar panas, AC rusak, kamar mandi bocor, ga nyaman banget, untung cm transit aja.","Biliak angek,AC rusak, kamar mandi bocor, ndak nyaman bana, untuang hanyo transit se."
indolem-train-1016,sakit gatal gatal dapt hilang http://www.klinikwienarto.com  (0291)3332855 / HP. 08122893709 / PIN 29E22f2f,sakik gata gata bisa ilang http://www.klinikwienarto.com  (0291)3332855 / HP. 08122893709 / PIN 29E22f2f
indolem-train-2612,kesan menginap airy rooms eco tj duren timur jakarta barat : 1. receptionistnya kurang ramah 2. kondisi kamar kotor dan pengap 3. kondisi AC tidak dingin 4. banyak semut dan kecoa dikamar mandi 5. kotor,kasan manginap airy rooms eco tj duren timur jakarta  barat : 1. resepsionisnyo kurang ramah 2. kondisi biliak kumuah dan pengap 3. kondisi AC ndak dingin 4. banyak samuik dan kapuyuak dikamar mandi 5. kumuah
indolem-train-854,"Jon Bon Jovi memiliki restoran bernama 'Soul Kitchen', di mana semua orang boleh makan apa saja dan hanya membayarnya jika mereka mau.","Jon Bon Jovi mamiliki restoran banamo 'Soul Kitchen', di mano sado urang buliah makan apo se dan hanyo mambayianyo jiko inyo nio."
indolem-train-200,Jumlah Penumpang yang Refund Tiket di Kantor Lion Air Menyusut: Para penumpang yang terlantar akibat delay par... http://bit.ly/1vRUg9f,Jumlah Panumpang yang Refund Tiket di Kantua Lion Air Manyusuik: Para panumpang yang terlantar akibaik delay par... http://bit.ly/1vRUg9f
indolem-train-311,"hotel ditengah Kota , mudah dlditemukan , dekat dengan pusat2 pertokoan dan perbelanjaan , Banyak pedagang makanan Dan minimarket , kamar bersih , AC dingin , handuk bersih , selalu tersedia peralatan Mandi Dari airy room dan snack , Kekurangan : selimut yg kurang tebal, seperti sprei kedua, kamar Mandi Yang kurang bersih, . tetapi cukup baik . . ","hotel di tangah Kota , mudah ditamuan , dakek jo pusat-pusat kadai dan perbelanjaan , Banyak padagang makanan Dan minimarket , kamar barasiah , AC dingin  , handuak barasiah, salalu tasadio paragek Mandi Dari airy room dan makanan ketek , Kekurangan : Salimuik nan kurang taba, bantuak aleh kasua kaduo, kamar Mandi Nan kurang barasiah, . tapi cukuik baik . ."
indolem-validation-297,ok semua.cumak satu krgnya. selimutnya bau...,ok sadoe. cuma ciek kurangnyo. salimuik baun...
emot-train-571,Cuma ada aja manusia yang nggak ngerti posisi si panitia tersebut. Dengan seenaknya minta ganti tempat hanya gegara maksimal nongkrong adalah 3 jam. 3 jam masih kurang? Ebuset wkakaka,Hanyo ado manusia nan ndak mangarati posisi si panitua tasabuik. Jo kalamak deknyo minta ganti tampek hanyo gara maksimal bakumpue tu 3 jam. 3 jam masih kurang? Ebuset wkakaka
emot-train-1312,Enggak pernah sama sekali membatasi dia buat chatan or main sama siapa aja terserah dia. Karna..... Semakin kita larang semakin kesempatan orang buat bohongin kita tuh gede. Jadi terserah lah yah ensenang aja menjalani hubungan iniw,Indak pernah samo sakali mambatehi inyo untuak chatan atau main samo sia se tasarah inyo. Dek.... Samakin kito larang samakin kesempatan urang untuak baduto ka kito tuh gadang. Jadi tasarah lah yoo basanang-sanang se manjalani hubuangan iko.
indolem-train-3595,Dulu Sisil pernah salah memakai seragam sekolahnya pada hari senin karena terlambat dan disaat itu ia malah memakai baju seragam pramuka.,Dulu Sisil pernah salah mamakai saragam sakolahnyo pado hari senin dek talambek tu pas itu nyo malah mamakai baju saragam pramuka
emot-train-2789,Ketika malam minggu tak lagi menakutkan! Balet asyik bersama orang2 hebat!,Katiko malam minggu ndak lo manakuikan! Balet lasuah basomo urang2 hebat!
emot-validation-178,"sah-sah saja anda fans persija. Membela pemain klub favorit. Walau persija bapuk. Tapi jangan keliatan banget lah, apalagi soal Via Vallen & Simic ini. Mikir!!","sah-sah se anda fans persija. Mambela pamain klub favorit. Walau perija bapuk. Tapi jan nampak bana lah, apolai soal Via Vallen dan Simic ko. Mikia!!"
emot-train-3487,"Saat terjadi sesuatu jgn langsung kau tunjuk musuhmu sebagai biang keroknya. Pelajari dan dalami dulu. Jangan langsung menuduh, itu juga fitnah namanya. Jika memang dirimu tahu dan ada bukti, tampilkan ke permukaan. Jgn hanya bisa menilai dengan asumsi.","saat tajadi sasuatu jaan langsuang ang tunjuak musuah ang sabagai biag kaladinyo. palajari dan dalami lu. Jan langsuang manuduah, tu fitnah namonyo. jiko memang ang tau dan ado bukti, caliakan ka permukaan. Jan hanyo bisa manilai dengan asumsi"
indolem-train-3090,"Kamar baguss, rekomen lah buat nginap. Kamar mandi nya kalo bisa di beri pewangi supaya lebih nyaman","Kamar rancak, lumayan lah untuak lalok. Kamar mandinyo kalau bisa diagiah pewangi supayo labiah sero"
emot-train-877,"Semoga dengan tayangnya film #22menit ini menjadi perantara untuk selalu menebarkan benih-benih cinta, yang akan menumbuhkan persaudaraan diantara umat manusia. #AnsorMajuSatuBarisan [URL]","Mudah-mudahan dengan tayangan film #22minik ko manjadi parantaro untuak taruih maneba an baniah-baniah cinto, nan akan manumbuahan padunsanak an di antaro umek manusia. #AnsorMajuCiekBarisan [URL]"
indolem-train-1882,kamar mandi ada kecoa. bantal biru bau apek. lainnya oke.,Kamar mandi ado lipeh. Banta biru baun apiak. lainnyo oke.
emot-validation-354,alergi apa coba??? Kok jd bintik-bintik gini. Kata uda karena makan ikan tuna. Apa karena cuaca yg terlalu panas kali yaa uucchhh tersiksa kena garukan,"Alergi apo cubo??? kok jadi bintiak-bintiak modeko, Kecek uda dek makan lauak tuna. Apo dek cuaca nan talampau angek mah yo uuucchh taseso dek manggauik."
indolem-train-2796,"MediPutra ; PDIP Dinilai Aneh bila Terima Badrodin Kapolri: INILAHCOM, Jakarta - Anggot... http://bit.ly/1Lp6W0d  http://fb.me/mediputra.sh ","MediPutra ; PDIP Dinilai Aneh bilo Tarima Badrodin Kapolri: INILAHCOM, Jakarta - Anggot... http://bit.ly/1Lp6W0d  http://fb.me/mediputra.sh "
indolem-train-2995,"Ngaku Tidak Kenal, Tapi Syahrini Foto Bareng Feriyani Lim http://goo.gl/fb/c7374k ","Ngakunyo ndak tau, tapi syahrini foto samo feriyani lim http://goo.gl/fb/c7374k"
indolem-train-2181,#BeritaMahasiswa - Air Mata Sang Ibu Iringi Pemakaman Mahasiswa UPI yang Tewas Diseret Mobil 30 Km Mahasiswa Unive? http://ift.tt/1LUgkcG,#BaritoMahasiswa - Aia Mato Sang Ibu Iriangan Pamakaman Mahasiswa UPI nan Tewas Diseret Oto 30 Km Mahasiswa Unive? http://ift.tt/1LUgkcG
indolem-test-186,Cantikmu mengalahlan semua??? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/1fECEN,Rancak kau mangalahan sadoe??? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/1fECEN
indolem-train-1831,"Kalo ngomong pake fakta, Bung @kompascom: Kalau PDIP Adem Ayem, Artinya Ada Deal Penunjukan Badrodin http://kom.ps/AFqKLU  @PintarPolitik","Kalau mangecek pakai fakta, Bung @kompascom: Kalau PDIP Anok-anok se, Artinyo Ado Persetujuan Panunjuakan Badrodin http://kom.ps/AFqKLU @PintarPolitik"
indolem-train-3442,2 Kantor Dinas Pemerintah Provinsi Ini Kibarkan Bendera Merah Putih Koyak http://dlvr.it/8g7sWS,2 Kantua Dinas Pamarintah Provinsi iko Kibaran Bendera Merah Putih Cabiak http://dlvr.it/8g7sWS
indolem-test-820,"Ini adalah 1x sy pakai airy.Kesan 1 memang beda pelayanan dengan hotel berbintang,but fine.Kaget surprise dan seneng bngt dpt box meal free pula.Kebersihan kerapihan kamar keren dexh.Apalagi kamar mandi bathup mantabbb wes.sayang Ac kurang dingin,TV mati hidup swndiri berulang2 bahkan respon receptionist buruk.Internet juelek pollll.lumayan aja wes","Iko patamo kali ambo pakai airy.Kasan patamo memang beda pelayanannyo jo hotel babintang,tapi lumayanlah.Takajuik dan sanang bana dapek box meal perai lo. Kabarasiahan kerapihan biliak keren bana. Apo lai tampek mandi bathup rancak bana.sayang Ac kurang dingin, TV mati hiduik surang barulang2 bahkan respon receptionist buruak. Internet buruak banaaaa. sadang elok lah"
emot-train-2722,"Iya, saya sadar saya tidak dibutuhkan. Saya sadar kemana saya harus pergi. Tapi kenapa setiap saya pergi selalu dicari? Apakah saya hanya diperlukan pada saat dibutuhkan saja?","Iyo, ambo sadar ambo indak dibutuahan. Ambo sadar kama ambo harus pai. Tapi manga satiok aden pai salalu di cari? Apo den ko hanyo diparaluan bilo dibutuahan se?"
emot-train-3101,Apa itu keposesifan gue sama sahabat gue takut diapa2in sama L/ Apa gue jealous karena gue lagi ga ada gebetan yang bisa diajak jalan/ Apa gue takut kehilangan sahabat/ Apa gue jealous karena E deket sama L,Apo itu kaposesifan den samo sahabaik den takuik diapo-apoan samoL/ Apo den cemburu karano aden sadang ndak ado gebetan nan biaso diajak jalan/ Apo den takuik kahilangan sahabaik/ Apo den cemburu karano E dakek samo L
emot-train-1319,Cara batalin tempat sampah made in jerman yg sudah terlanjur diadakan oleh gub sebelumnnya gimana pak??? Apa kita belah jadi dua biar ahoker pada happy?? Kalian ini kok kerjanya nyinyirin gubernur anies bae..,Caro mambataan tampek sarok dari jerman yang alah diadoan dek gubernur sabalumnyo ba a pak??? apo wak balah jadi duo bia ahoker sanang?? kalian ko ba a karajo nyo nyinyia ka gubernur anies se..
emot-test-107,"Lah elu yang harusnya ditanya teh, kenapa bisa berasumsi guw mah kacang tanpa kulit, maksudnya apa hayo? Ke sana juga kan maksud loooo","kan kau nan haruihnyo den tanyo, ba a bisa di sangko aden kacang lupo kulik, maksudnyo apo yo? ka sinan juo kan makasuik angku"
indolem-train-2780,"Masih belum bisa move on after KONSER DARI HATI AFGAN semalem, one of my fave song, so heartbreaker? https://instagram.com/p/zqcQhRiGvK/ ","Masih alun bisa move on abih KONSER DARI HATI AFGAN samalam, salah satu lagu favorit ambo, so heartbreaker? https://instagram.com/p/zqcQhRiGvK/ "
indolem-validation-247,Botul tuh >> PDIP Dinilai Aneh bila Terima Badrodin Kapolri via @inilahdotcom http://ini.la/2180858,Batua tu>> PDIP Dinilai Aneh bilo Tarimo Badrodin Kapolri via @inilahdotcom http://ini.la/2180858
indolem-test-755,"kotor..seprei banyak nodanya..handuk juga,keliatam kamar jarang dibersihin..reception cuma sendiri..jadi lama kalau minta peralatan mandi..lantai kotor...","kumuah.. aleh kasua banyak karaknyo.. handuak juo, nampaknyo biliak jarang di barasiahan.. reception cuma surang.. jadi lamo kalau mintak paragaik mandi.. lantai kumuah..."
emot-train-899,"Gak heran sih sama driver gocar yg ngeluh macet. Sama kayak gue ngeluh pas lagi kerja. Terserah deh Pak, saya pura2 gak denger. Capek juga soalnya.","Ndak heran sih jo supir gocar nan mangaluah macet. Samo bantuak den mangaluah katiko sadang karajo. Sumbarang lah Pak, den icak icak indak mandanga. Latiah juo soalnyo."
indolem-test-335,Pelayanan nya sangat bagus Tetapi kamar nya kurang bersih Agak sedikit bau Dan seperti wisma,palayanan nyo sangaik rancak tapi kamar nyo kurang barasiah agak baun saketek jo bantuak wisma
indolem-train-897,Buat apa lah susah cari kesana kesini sudah didepan mata? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/1d1fcr,Untuak apo lah susah cari kasinan kasiko alah dimuko mato? ? Kamulah Takdirku oleh Raffi Ahmad & Nagita Slavina ? https://path.com/p/1d1fcr
indolem-train-2902,"Kadang, mereka yg pergi kadang karena terlalu lelah untuk bertahan. :')","Kadang, mereka yg pai kadang karano terlalu lelah untuak batahan. :')"
indolem-train-2361,Nyaman & lumayan bersih. Menurut saya menu sarapan kurang bervariasi dan hot spot wifi perlu ditambah.,"Nyaman dan lumayan barasiah, Manuruik ambo menu sarapan kurang bavariasi dan hot spot wifi paralu ditambah."
emot-validation-391,saya berusaha bertahan pada situasi dimana saya di teror dari berbagai sisi (kaum hawa lainnya yang kagum akan paras manusia yang saya ceritakan sebelumnya) di bully karna terlalu sering berduaan. di kirimi berbagai surat ancaman dari berbagai kaum hawa di setiap kelas yg brbeda.,Ambo barusaho batahan pado situasi dima ambo di teror dari babagai sisi (kaum hawa lainnyo nan kagum ka bantuak manusia nan ambo caritoan sabalunnyo) di bully dek talalu acok baduoan. di kirim babagai surek ancaman dari babagai kaum hawa di satiok kelas nan babedo.
emot-train-627,"Seringkali kita luput menyadari, betapa banyaknya kita meminta cinta dri orang lain betapa bnyknya kita mminta perhatian dri orang lain, tapi betpa sedikitnya kita memberi cinta dan perhatian pda org lain #fiersabesari","Acok bana kito luput manyadari, betapa banyaknyo kito maminta cinto dari urang lain betapa banyaknyo kito maminta paratian dari urang lain, tapi betapa saketeknyo kito maagiah cinto dan paratian pado urang lain #fiersabesari"
emot-train-739,"Lu sebut ""Bumi Pancasila""? Ustadz lu sebut, ""PANTATCINA"". Demokrasi = thoghut. OTAK","Ang sabuik ""Bumi Pancasila""? Ustadz ang sabuik, ""PANTATCINA"". Demokrasi = thoghut. UTAK"
indolem-train-2428,"ac kamar berisik, staf hotel tidak ramah, makanan kurang sip","ac kamar maribuik, staf hotel indak ramah, amakanan kurang sip"
emot-test-186,Cinta datang tanpa di rencanakan Cinta datang begitu saja Tidak pernah ada waktu dan tempat untuk cinta sejati Semuanya terjadi tnp sengaja. Dlm satu detak jantung Dalam satu irama Tapi bisa menghasilkan Moment yang penuh arti #keseleoCinta #EfekGaBisaTidur [URL],Cinto tibo indak pakai di rancanoan Cinto tibo bagitu se Indak pernah ado waktu jo tampek untuk cinto sajati Sadoe tajadi indak sangajo. Dalam ciek detak jantuang dalam ciek irama tapi bisa mahasilan paristiwa  yang panuah arti #TakilokCinto #EfekndakbisaLalok [URL]
indolem-train-2111,Shower dan pemanas kamar no 7 lantai 2 perlu diperbaiki,Pancuran dan paangek biliak no 7 lantai 2 paralu dipelokan.
emot-train-3103,Hey kamuuhhh!! semoga qt dijauhkan dari keputusan yang bodoh ituu Selamat menjalankan ibadah puasa juga budiirrr@olfi_opi,Hey wannggg!! samoga kito dijauah dari kaputuihan bodoh tu salamaik manjalanan ibadah puaso juo budiirrr @olfi_opi
emot-train-718,"Karna orang(presiden kita jkw)ini memang dapat amanah buat mengerjakan ini,andai nyawa dia sendiri yg dimintak oleh IBU PERTIWI agar bangsa ini maju,sejahtera dan Adil beliu pasti berikan.salam sy buat sodara yg ada dipapua [USERNAME]","karano urang(presiden awak jokowi)ko emang dapek amanah untuak mangarajoan iko, andai nyawo nyo surang nan dimintak dek IBU PERTIWI supayo bangsa ko maju, sejahtera dan adil baliau pasti agiahan. salam ambo untuak dunsanak nan ado di papua [USERNAME]"
emot-train-1754,"Ku sadari satu pilihan ku bersamamu di tempat ini, jalani hari dengan semangat yang baru, walau tak seindah yg ku harapkan, tak seburuk yg ku bayangkan, ku tetap berdiri jalani hari penuh warna (yg ngerti pst pada nyanyi )","den sadari ciek piliahan den basamo kau di  tampek iko, jalani hari jo sumangaik yang baru, walau indak saindah yang den harokan, ndak saburuak yang den bayangan, den tetap tagak jalanan hari panuah warna (yang ngarati pasti pado nyanyi)"
indolem-train-1398,"PDIP Dinilai Aneh bila Terima Badrodin Kapolri: INILAHCOM, Jakarta - Anggota Komisi III DPR Fraksi Golkar, Bam... http://bit.ly/1Lp7288 ","PDIP Dinilai Asiang bilo Tarimo Badrodin Kapolri: INILAHCOM, Jakarta - Anggota Komisi III DPR Fraksi Golkar, Bam... http://bit.ly/1Lp7288 "
indolem-train-2329,"sayangnya: 1. handuknya bau 2. odolnya bekas pas saya buka, sudah terpakai 3. wifi tidak sampai ke kamar 4. alamat sepertinya ga sesuai. harusnya dangdeur indah 1 no 20 bukan dangdeur indah no 20. tks","sayangnyo: 1. anduaknyo baun 2. odolnyo bakeh pas den bukak, alah tapakai 3. wifi indak sampai ka biliak 4. alamaik kayaknyo ndak sasuai. harusnyo dangdeur indah 1 no 20 indak dangdeur indah no 20. mokasi"
emot-train-46,"anjiir via vallen digituin sm nih org dan dia casually cm blg ""are u angry"" hmm emang hal kaya gitu sebiasa itu sih buat orang luar terutama asal negara2 eropa","anjiir via vallen digituan samo ko urang dan inyo biasonyo mangecek "" berang ang"" hmm emang hal kaya gitu sabiaso itu sih urang lua tarutamo asal negara-negara eropa"
indolem-test-464,"Fasilitas lengkap, untuk kebersihan tempat tidur (bantal, selimut dan sprei) tolong diperhatikan. Karena lumayan kotor.","Fasilitas langkok, untuak kebersihannyo tampek lalok (banta, salimuik, dan aleh kasua) tolong diparatian.Karano lumayan kumuah."
indolem-train-3488,ga ad air panas ny.  tidak sesuai dengan promosi,ndak ado aia angeknyo. indak sasuai jo promosi
indolem-train-2556,Tolong jangan datang (lagi) kalau hanya untuk menyakiti (lagi) dan kamu pergi (lagi).,Tolong ijan tibo (liak) kalau hanyo untuak manyakikan (liak) dan ang pai (liak)
indolem-train-3543,"Wkt prtama kali msk lantainya basah bgt padahal checkin sore sekitar jam 4 atau set 5. Trs wkt msk toilet dan nyalain showernya untuk buang air kcl ga nyala,malah bocor kemana mana kena celana. kemudian gakdapet anduk dan selimut! Tv nya jg burem banyak semutnya. Kecewa....","waktu patamo bana masuak lantainyo basah bana padohal masuaknyo sore kiro-kiro jam 4 atau satangah 5. tu waktu masuak kakuih jo iduikan showernyo untuak buang aia ketek indak iduik, malah bocor kama kama kanai sarawa. tu indak dapek anduak jo salimuik! Tv nyo kabua jo banyak samuiknyo. Taibo...."
