id,ind_text,tgt_text
indolem-train-449,"RT @BeasiswaS1: http://beasiswaindo.com/5239  Beasiswa Penuh, SPP & BPP Pokok STMT Trisakti, mau? :) ~0223","RT @ BeasiswaS1: http://beasiswaindo.com/5239 Beasiswa penuh, SPP & BPP pokok STMT Trisakti,  galak? :)~0223"
emot-train-2731,"Bodoh bgt emang gue, telat sadar kalo menutup aurat itu ya gitu loh. Bodo amat mau lo d rumah lo sendiri, krn bisa aja ada tamu non mahram dateng. Atau tiba2 sepupu laki2 dateng.","bange nian emng aku, telat sadar kalo notop aurat itu yo mak itulah. bange nian kau di rumah kau dewekan, kareno biso bae ado tamu idak mahram dateng. atau tibo tibo sepupu lanang dateng."
indolem-train-3249,"kamar lumayan nyaman  dan rapi sesuai dengan harga, tapi sayang tidak  disediakan tempat sampah, tissue dan handuk, keset lantai terlihat kotor seperti sudah dipakai sebelumnya oleh tamu ( tidak diganti )kamar mandi juga terlihat kotor","kamar jadilah nyaman dan rapi sesuai samo hargo, tapi sayang ngatek disedioke tempat sampah, tissue samo anduk, keset lantai kotor nian mecak lah dipake sebelomnyo samo tamu ( dak diganti) kamar mandinyo jugo kotor"
indolem-train-1658,"Hotelnya bagus, cuma wifinya lemah, pintu kamar mandi juga ada yang rusak, sabun dan sikat gigi juga kadang2 ada kadang2 tidak ada","hotelnyo bagus , cuma wifinyo lemah, pintu kamar mandi jugo ado yang rusak, sabon dan sikat gigi jugo kadangan ado kadangan idak ado"
emot-validation-244,JILBABER BAJU NATAL NORAK & ANJING2 KALIAN SDH MNYAMBUT DI HOTEL WAHAI INTEL SETAN [USERNAME] [USERNAME] APEP AHMAD TARDIYANA URBANE ANJING !! INI AJA POLA ULAH INTEL BUSUK LO NGIKUTIN ORG KEMNPUN TAEKKKK !! ALAT TEROR BNGSAT LAGI2 KALIAN PASANG DI KAMAR KERJASAMA DGN HOTEL TAEK!,JILBABER BAJU NATAL KAMPUNGAN DAN ANJENG-ANJENG KAMU LAH NYAMBUT DI HOTEL WAHAI INTEL SETAN [USERNAME] [USERNAME] APEP AHMAD TARDIYANA URBANE ANJENG!! INI BAE POLA KELAKUAN INTEL BUSUK KAU NGIKUTI UWONG KEMANO BAE TAEK !! ALAT TEROR BANGSAT LAGI-LAGI KALIAN PASANG DIKAMAR KERJOSAMO DENGAN HOTEL TAIK !
indolem-train-1134,"listrik sempet mati, kasur bau","lestrek sempet mati, kasur bauk"
indolem-test-601,televisi nyaa buremmm,televisinyo burem
indolem-train-1123,"Kamar mandi kotor, jaringan TV kurang bagus.","kamar mandi kotor, jaringan tv kurang bagus."
emot-train-2081,Mardani & [USERNAME] MINGKEM TIDAK bisa JAWAB ! Makanya Masyarakat CERDAS #JanganPilihPartaiOposan MENYESATKAN !!!!!,Mardani & [USENAME] Mingkem dak pacak jawab ! Makonyo Masyarakat CERDAS # Janganpilihpartai oposan NYESATKe 
emot-train-998,"Ada seseorang merasa pancasila, tapi anti politik. Wong kita ini hidup di Negara Demokrasi yg menggunakan sistem politik. Makanya para politikus, cepat mengertilah. Bahwa tingkat apatisme masyarakat kita terhadap politik itu kian meninggi. Jgn terus berkorupsi dan ingkar janji.","ado seseorang meraso pancasila, tapi anti politik. wong kito ini edop di Negaro Demokrasi yang make sistem politik. makanyo para politikus, cepat mengertilah. bahwo tingkat apatisme mengguankan sistem politik. makanyo para politikus, cepat mengertilah. bahwo tingkat apatisme masyarakt kito terhadap politik maken tinggi. jangan teros korupsi dan ingkar janji"
emot-test-336,"Itu buat siapapun, yg sering bilang kalo nggak mau kena "" sexual harassment "" jangan pakai baju sexy, pakai bikini dsb ! Please kita pake bikini ya sesuai tempat kok, toh ada juga yg pakai niqab, pakai seragam sekolah, pakai baju kantor dsb juga jadi korban","itu untuk siapobae , yg galak ngomong amen dak galak keno "" sexual harassment"" jangan make baju seksi , pake bikini dsb ! tolonglah , kito ni makek bikini kah sesuai tempat , toh ado pulo yg make niwab , make seragam sekolah , make baju kantor dll jugo jadi korban "
emot-train-1119,"Beliau disana, mendengarkan sembari tersenyum. Sesekali cerita kami terpotong oleh orang-orang yang keluar masuk meminta tanda tangannya. Sampai kemudian berujung pada satu inti, 'Boleh tidak pak, kita berdua ujian duluan?' Dan beliau tertawa, tapi masih berwibawa dan teduh.","Dio disano, ngedengerke sambel tesenyum . sekali kali cerito kami tepotong samo uwong uwong yang keluar masuk mintak tando tangan dio. sampek akhernyo ujung ujungnyo pas satu inti, ""Boleh dak pak, kami beduo ujian duluan?"" Trus dio ketawo , tapi masih bewibawa dan tedoh."
emot-validation-166,"Melihat susunan kepanitiaan inagurasi, ospek jurusan, dan porangkar ini membuat saya sakit kepala dimana letak ketenangan tahun ketiga yaallah DIMANA","Ngeliat susunan kepanitiaan inagurasi, ospek jurusan, samo porangkar ini beken aku saket palak dimano letak ketenangan taon ketigo ya Allah DIIMANO"
indolem-test-966,"barang saya tertinggal di kmr pd saat sy check out, saya baru teringat dijalan bhw kalung anak saya tertinggal di toilet. pada saat saya tanya ke petugas housekeeping yang membersihkan kamar sy sebelumnya, dia bilang tdk melihatnya. jelas saya ingat meletakannya di kamar mandi di samping keran wastafel. saya tanya ke fo mlh kaya saling menutupi.","barang aku ketinggalan dikamar pas aku nak checkout, aku baru keinget dijalan kalo kalung anaku ketinggalan di toilet. pas itu aku betanyo ke petugas housekeeping yang mbersihke kamar aku sebelumnyo, dio ngomkng idak iingok, pdahal jelas nian aku inget naroknyo dikamar mandi disamping keran wastafel. aku tanyo ke fo malah kayak saling nutupi."
indolem-train-3496,Kamar mandi agak bau karena air tetesan AC.,kamar mandi agak busuk karno tetesan AC.
emot-train-43,"Kemarin habis sulam alis 6D, dan hari ini terlihat masih ketebalan kaya sincan karna hasil lukanya mengering. Biasanya peel off setelah 7 hari ntar hasilnya kaya bulu alis alami. Semoga ye, gak sia-sia wa nahan sakit sama jauh-jauh ke kelapa gading... [URL]","kemaren abes sulamnalis 6D, trus hari ini keliatan maaih ketebelan cak sincan karno belas lukonyo kerinh. biasonyo peel off lah 7 hari agek hasilnyo cal buli alis alami. Semoga bae, idak sio sio aku nahanke sakit sampe jaoh jaoh ke kelapa gadinh... [URL]"
emot-train-3259,"Budayakan mencari dan membaca sebelum nanya ya. Udah dijelaskan berkali2 kok. Selama ga diatur/gaada ketentuan khusus, pakai aja"," Biasoke nyari samo mambaco dulu sebelum nanyo yo. lahsudah dijelaske bekali-kali. selamo katek aturan samo ketentuan khusus, pake bae"
emot-train-220,"Sebenernya badan ini kurang sehat dibawa makan susah, keringet dingin dari pagi tapi dibawa sehat untuk d'bawel apalagi ada acha. karna janji udh lama. Udh ke toilet 5x ditahan kalo gk ditahan bakal lebih, hmmm.","sebenernyo badan ku ini dak lemak dibawak makan susah . keringeg dingin dr pagi tapi aku bawak sehat apolahk ado acha bawel . karno bejanji lah lamo , lah ketoilet 5x ditahanke amen dak ditahan bakal lebeh"
indolem-validation-30,Burung-burung gagak membeir hadiah setelah seorang perempuan memberi mereka makan. http://bbc.in/17ABkpE,borong-borong gagak ngasih hadiah seabes seorng perempuan memberi mereka makan. http://bbc.in/17ABkpE
indolem-train-434,"tak ada yang bisa membuatmu jauh dariku , termasuk jarak ! karna kemanapun aku pergi kamu ada disini , dihatiku #noteLDR","dak katek yg biso ngebuat kau jauh dr aku, termasuk jarak! karno kemano bae kau pegi kau ado disini, dihatiku #notLDR"
emot-train-1611,"Sejak awal mengenal dan mencintaimu,hati utuh yg penuh cinta ini telah memilih untuk tetap menerimamu bagainmanapun keadaan ini. Terluka itu pilihan...dan tetap mencintai adalah anugerah dan kesempatan yg diberikan Tuhan.",dari awal kenal dan mencintoi kau . hati utuh yg penuh cinto ini lah milih untuk tetep nerimo kau makmanopun keadaan nyi. teluko tuh pilihan.. dan tetep mencintai tuh anugerah dan kesempatan yg dikasih samo tuhan .
emot-validation-86,"Sayang, tapi emang Holmes juga akan lebih dapet menit di Suns. Kelebihan Muscala di outside shooting jadi pembeda di sini.",Sayang. tapi emang Holmes pulo nak lebih dapet menit di Suns. kelebihan Muscala di outside shooting jadi mbedake disini.
emot-train-2753,"Di masa depan, Scot langsung nyari rumahnya dong. Sambil ngerasa ada yg aneh dgn dunia ini. Ada apa gerangan? Begitu sampe rumah dia kaget dgn sesosok perempuan cantik nan putih umur 16 tahunan. Siapa perempuan ini?","Di maso depan , acot langsung nyari rumahnyo , sambel ngeraso ado yg aneh samo dunio ini . Ado apo nian ) Pas nyampe rumah kaget dio samo betino cantik putih umur 16 tunan . siapo betino ini? "
emot-train-1179,"4. pas uda dikirim kembali, si kurir telp ngeluh dan mager buat nganter ke alamat yg bener. malah minta ketemuan di titik yg dia tau itupun dia gamau susah (no puter balik, hrs searah sama arah kendaraan dia jalan)","4. ps lah dikirim balek, si kurir nelpon ngeloh trus males nak ngantar ke alamat yg bener.  malah mintak ketemuan di titik yg dio tau itupun dio dak galak saro ( dak galak muter balek, mesti searah samo arah kendaraan dio jalan)"
indolem-train-781,Marchandise dari Afgan ini bisa kamu menangkan kalo ikutan #COTM_Afgan. Klik http://bit.ly/COTMafgan  untuk tau cara dapetinnya,Oleh oleh dari Afgan ini pacak kau menangke amen melok #COTM_Afgan. klik http://bit.ly/COTMafgan amen nak tau caro dapetkennyo
indolem-train-1898,"ruangan tidak harum bantal, selimut baunya tidak segar seperti gk di cuci","ruangan idak harum bantal, slimut baunyo idak seger kayak idak di cuci"
indolem-train-2559,"ad mins dan plusnya... minspelayanannya lamban, bedcovernya ad titik titik noda/gak bersih, di janjiin bakal di anterin snack tp smpe chekout gak ada.  plus sarapannya enak, fasilitas lengkap.","ado kurang lebehnyo .. kurangnyo pelayananyo lelet. bed covernyo ado bercak / idak bersih , dijanjike ujinyo nak diantarke snack tapi nyampe keluar ngatek snack.. lebehnyo sarapannyo lemak, fasilitas lengkap."
emot-train-1869,"Kalian tidak sadar bahwa ada banyak sekali orang dalam bus sewaktu kita kemarin menuju ke istana, kalian bahkan tidak mengajak mereka berkenalan. Berbeda dgn hari-hari sebelumnya. Coba pikirkan, mereka juga gugur, namun mereka menikmati perjalanan kemarin.","kami tu dak nyadar amen ado banyak nian uwong dalem bes pas kito kemaren nak ke istana, kamu tu bahkan idak ngajak rombongan itu kenalan. beda samo hari2 sebelomnyo. Cubo pekerke, mereka pulo mati, tapi mereka nikmati perjalanan kemaren."
indolem-train-1204,"#Lounge Malu kepergok mobil nya mogok, Adam Levine Langsung beli mobil baru! http://dlvr.it/8hkwgt  #Assadiqulhaq","#lounge Malu kepergok mobilnyo mogol, Adam Levine langsung beli mobil bary! http://dlvr.it/8hkwgt #Assadiqulhaq"
indolem-train-2003,"kamar nya bagus, tp tdk ada room service nya.. cuma jgn khawatir karna depan hotel banyak banget yang jual makanan","Kamarnyo bagus, tapi katek room servicenyo.. cuma jangan khawatir karno depan hotel banyak nian yang jual makanan"
emot-train-1337,dear [USERNAME] [USERNAME] sy kirim dokumen penting dari jkt - sby makanya sy pake YES. kirim senin 4juni seharusnya sampe selasa 5juni. skr sudah hari rabu kenapa belum sampe2 juga? kan bikin esmosi!! sy udah byr lbh pake YES kenapa gak nyampe sehari?!! no resi sy : 011060039617518,dear [USERNAME] [USEENAME] aku ngirim dokumen pentinh dari jakarta - surabaya makonyo aku make YES. ngirim senen 4juni seharusnyo nyampe selaso 5 juni . sekarang lah hari rabu ngapo belom nyampe-nyampe jugo ? laju beken emosi !! aku lah bayar lebeh makek YES ngapo dak nyampe sehari?!! no resi aku : 011060039617518
indolem-test-350,"cc @DpsCallcentre RT @giri_sujana Pohon tumbang menimpa mobil depan Popo Danes Hayam wuruk, tolong hubungi DKP Denpsr","cc @DpsCallCentre RT @giri_sujana pohon roboh nimpo mobil depan Popo Danes Hayam Wuruk, tolong telponke DKP Denpsar"
indolem-train-1034,"Menurut tradisi Skandinavia, jika laki-laki dan perempuan makan roti dari 1 roti yang sama, maka mereka terikat untuk jatuh cinta.","Menurut tradisi skandinavia, amen lanang samo betino  makan roti dari sikok roti yang samo, jadilah mereka tu terikat untuk jatuh cinta."
indolem-train-1409,"MA Perberat Hukuman Ratu Atut, ini Kata Golkar http://tinyurl.com/kob73wl","MA beratke hukuman Ratu Atut, ini dio uji Gollat http://tinyurl.com/kon73wl"
indolem-train-199,"Tolak HAMAS, Langkah Pemerintah Dipuji PDIP http://bit.ly/1KwhWtq  Miss Universe Paulina Vega belajar membatik http://bit.ly/18ceVjn",Tolak Hamas . Langkah pemerintah dipuji PDIP http://bit.ly/1KwhWtq Miss Universe Paulina Vega belajar ngebatek http://bit.ly/18ce VJN 
emot-train-3127,[USERNAME] Percayalah....setiap ada cobaan.pasti di balik itu semua ada hikmahnya...dan menguji seberapa jauh kita berusaha menjalaninya...,[USERNAME] percayolah... setiap ado cobaan. pasti dibalek itu galo ado hikmahnyo... dan nguji seberapo jauh kito berusaha menjalaninyo...
emot-train-3200,"Ah mudik kok dilarang lewat toll.. dasar tolloll.. kalau lewat ngutang wajar,,,kita bayar kok BONG. Lagian kalau kaga boleh lewat,tiap pintu toll kasih dah tulisan, TOLL khusus CEBONG dan KACUNG.. nanti kita baru sadar..","ah mudik ngpo di larang lewat toll.. dasar bange.. kalo lewat ngutang wajar,,, kito bayar kok BONG. lagi pulo kalo dak boleh lewat, tiap pintu toll kasih lah tulisan, TOLL kusus CEBONG dan KACUNG.. agek kito baru sadar.."
indolem-train-2500,dulu langka cewek umur 17 thn nyetir mobil di kota.mesti tiap ketemu polisi aku selalu di stop..jadi trauma skrg,dulu langko betino umur 17thn nyetir mobil di kota. mestilah amen ketemu polisi aku pasti siberentike.. jd trauma skrg
indolem-train-1475,"Hal yang paling ditakuti #Taurus adalah jika orang yang mereka sayang, pergi meninggalkan mereka","Hal yang paleng ditakuti #Taurus itu amen uwong yang mereka sayang , pegi minggalke mereka"
emot-train-2187,Barusan telponan sama temen SD. Dan happy banget dia mau ngasih gue kesempatan untuk melakukan hal yang pengen gue lakuin banget-nget-nget.,"Barusan telponan samo kawan SD, trus seneng nian  dio nak ngasih aku kesempatan untuk buat hal yg pengen aku buat nianan-nan-nan."
indolem-train-3353,"Kurang bersih, pelayanan juga kurang bagus","kurang bersih , pelayanan jugo kurang bagus"
indolem-train-2055,Politisi Golkar: Kenaikan harga beras janggal http://nasional.kontan.co.id/news/politisi-golkar-kenaikan-harga-beras-janggal ?,politisi Golkar: Kenaikan Hargo beras janggal http://nasional.konten.co.id/ness/politisi-golkar-kenaikan-harga-beras-janggal ?
emot-train-2374,[USERNAME] Blm tentu yg bilang gitu kerja nya bener. Mending disebut plenga plengo tapi kerja nyata hasil banyak drpd banyak nyinyir hasil nol besar. Sukses selalu untuk pakde [USERNAME] dan para pendukungnya,[USERNAME] belom tentu yang ngomng makitu begawenyo bener. mendeng di omongke ciler tapi begawe nyato hasil banyak daripada banyak cawa hasil nol besak. sukses selalu pakde [USERNAME] dan para pendokongnyo
indolem-train-565,"Krn kini, ku tlah jatuh cintaaaaaa ? Pesan Cinta by Afgan (at @themakassarcity) ? https://path.com/p/2poDEb","karno sekarang, aku lah jatuh cinto ? Pesan Cinto by Afgan ( di @Makassarcity) ? https://path.com/p/2poDEb"
indolem-train-2607,"My name is Hodijah, No movie  No modelling  No dangdut  No raisa96  No raisa90  No agnezmonica  No ayutingting  No syahrini  No yoona","Namo aku Hodijah, dak nntn dak modeling dak dangdut dak raisa96 dak raisa90  dak Agnezmonica  dak ayutingting  dak syahrini  dak yoona"
indolem-train-1896,"Hotel Kurang bersih, petugas Hotel jg kurang ramah","Hotel kurang bersih, Pegawai hotl jugo kurang ramah"
emot-train-2311,"Heran dengan RKHUP ngawur. Keknya yg merancang ngawur juga deh. Sampe-sampe tdk mempertimbangkan dan melibatkan pihak lain. Elo-elo anggota perancang, jgn sesuka hati membuat RKUHP utk mnguntungkan drimu sendiri. Heran, masih betah aja makan gaji haram gitu.","Heran nian dengan RKUHP yg nyeleneh. Pecaknyo yang mbikin nyeleneh pulo . Sampe idak nian minta pertimbangan samo ngelibatke pihak lain . Kamu-kamu tuh anggota yg merancang , jangan nian seseneng atu nak ngebuat RKUHP buat nguntungke kamu dewek ni . Heran , masih nak galak makan duit haram tuh."
indolem-train-2233,Syahrini Terlibat Kasus Feriyani Lim? - Silet 21 Februari 2015: http://youtu.be/7KxGOaN4RqA?a  via @YouTube,Syahrini Telibat kasusnyo Feriyani Lim? - Silet 21 Februari 2015: http://youtu.be/7KxGOaN4RqA?a via @Youtubr
indolem-train-1046,Minyak goreng dapat berfungsi sebagai pelumas untuk mobil dan kapal bila dicampur dengan aditif tertentu.,Minyak goreng pacak befungsi jd pelumas untuk mobil samo kapal amen dicampur samo aditif tertentu
emot-train-3152,"Sambutlah cintaku duhai sayang, Cinta kita untuk selamanya, Biarku sentuh hatimu ini sendiri, Selamat malam wanita terakhir, Tak mungkinku kan temu seindah ini, sampai bila ku harus menanti untuk kau menjadi milik ku","sambotlah cintoku duhai sayang, cinto kito untuk selamonyo, biar aku dewek yg nyentuh hati kau, selamat malam betino terakhirku, Dak mungkin aku nak nemu sealap ini, sampe agek aku harus nunggu untuk kau jadi milik aku"
indolem-train-3237,"MediPutra ; PDIP Dinilai Aneh bila Terima Badrodin Kapolri: INILAHCOM, Jakarta - Anggot... http://bit.ly/1Lp6W0d  http://fb.me/mediputra.sh","MediPutra ; PDIP Dinilai Aneh bilo Terimo Badrodin Kapolri: INILAHCOM, Jakarta - Anggot... http://bit.ly/1Lp6W0d  http://fb.me/mediputra.sh"
emot-train-3009,"main aja dr maghrib sampe subuh juga bodo amat. tp jangan lupa! setelah kosongin jadwal harus konsisten lg ngomong doang gampang ya laks, ngelakuinnya susah emang! makanya coba aja. awalnya susah, ntar juga kl udah kebiasaan ketagihan","maen lah dr magrib nyampek ke  subuh jugo dak ngurus. tapi jangan lupo! abes ngosongke jadwal mesti konsisten lg ngomong bae mudah ya laks, ngelakuke saro memang! mangkonyo coba bae. awalnyo saro, gek jugo kalo lah tebiaso ketagihan"
indolem-test-358,"Air hangat berfungsi baikWifi belum nyambung,cukup kotor sprei kasurnya,ada sarang laba2 nya.","aer anget bepungsi baik Wifi belom tesambung. agak kotor sprei kasurnyo , ado sarang laba labanyo."
