id,ind_text,tgt_text
emot-validation-354,alergi apa coba??? Kok jd bintik-bintik gini. Kata uda karena makan ikan tuna. Apa karena cuaca yg terlalu panas kali yaa uucchhh tersiksa kena garukan,alergi apa bede'? angngapa nanjari bintik-bintik kamma anne. nakana Uda passala' le'ba angnganre juku' tuna. iyareka passala' cuaca sannaka bambanna ya uunchhh sessa nataba pakkakkang
indolem-train-2796,"MediPutra ; PDIP Dinilai Aneh bila Terima Badrodin Kapolri: INILAHCOM, Jakarta - Anggot... http://bit.ly/1Lp6W0d  http://fb.me/mediputra.sh ","MedPutra; PDIP nicini' maraeng punna natarima Badrodin anjari Kapolri:INILAHCOM, Jakarta_Anggot..."
indolem-train-2995,"Ngaku Tidak Kenal, Tapi Syahrini Foto Bareng Feriyani Lim http://goo.gl/fb/c7374k ","mangngaku tassisseng, mingka Syahrini affoto siagang Feriyani Lim http://goo.gl/fb/c7374k"
indolem-train-2181,#BeritaMahasiswa - Air Mata Sang Ibu Iringi Pemakaman Mahasiswa UPI yang Tewas Diseret Mobil 30 Km Mahasiswa Unive? http://ift.tt/1LUgkcG,#karebaMahasiswa – je’ne matanna amma napinawangi rikubburu’na Mahasiswa UPI iyareka matea tassossoro oto 30 Km Mahasiswa Unive? http://ift.tt/1LUgkcG
indolem-test-186,Cantikmu mengalahlan semua??? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/1fECEN,gammara'nu ambeta ngasengi???  Kamulah Takdirku battu ri Raffi Ahmad & Nagita Slavina ? https://path.com/p/1fECEN
indolem-train-1831,"Kalo ngomong pake fakta, Bung @kompascom: Kalau PDIP Adem Ayem, Artinya Ada Deal Penunjukan Badrodin http://kom.ps/AFqKLU  @PintarPolitik","punna appau ammake butti, Bung @Kompascom: punna PDIP a'mere' mere', artina niyak passijanjiang nijo'joj'na Badrodin http://kom.ps/AFqKLU @PintarPolitik"
indolem-train-3442,2 Kantor Dinas Pemerintah Provinsi Ini Kibarkan Bendera Merah Putih Koyak http://dlvr.it/8g7sWS,2 kontoro' dinas pammarenta Provinsi anne appanai' bendera eja kebo' lu'lusu' http://dlvr.it/8g7sWS
indolem-test-820,"Ini adalah 1x sy pakai airy.Kesan 1 memang beda pelayanan dengan hotel berbintang,but fine.Kaget surprise dan seneng bngt dpt box meal free pula.Kebersihan kerapihan kamar keren dexh.Apalagi kamar mandi bathup mantabbb wes.sayang Ac kurang dingin,TV mati hidup swndiri berulang2 bahkan respon receptionist buruk.Internet juelek pollll.lumayan aja wes","Anne iareka 1x nakke ammake airy.Kesan 1 memang maraeng pelayananna siagang hotel akbintang,mingka bajikji.Takbangka surprise siagang sannang dudu angguppa box meal gratis poeng.Katangkasanna kerapihanna kamaraka gammarak deh.Apalagi kamarak jeknek bathup mantabbb nah.sayangna Ac kurang dinging,TV mate rinrai kale-kalenna ta'ulang2 anjo pole respon receptionist kodi.Internet kodi dudu.lumayang ji iyya"
emot-train-2722,"Iya, saya sadar saya tidak dibutuhkan. Saya sadar kemana saya harus pergi. Tapi kenapa setiap saya pergi selalu dicari? Apakah saya hanya diperlukan pada saat dibutuhkan saja?","Iya, nakke sa'dara' tenaja nikaparalluanga. Nakke sa'dara' timae a a'lampa. mingka angngapa sampang a'lampa a tulusu' ni boya a? apakah i nakke nikaparalluang punna lanipakepa?"
emot-train-3101,Apa itu keposesifan gue sama sahabat gue takut diapa2in sama L/ Apa gue jealous karena gue lagi ga ada gebetan yang bisa diajak jalan/ Apa gue takut kehilangan sahabat/ Apa gue jealous karena E deket sama L,"Apa anjo keposesifan , inakke na agangku mallaka nuapa apai. apa nakke jealous  nasaba tena tau baine laku agang a'jappa jappa.apa mallaka lanynya agangku. apa nakke jealous nasaba E ambani ri L"
emot-train-1319,Cara batalin tempat sampah made in jerman yg sudah terlanjur diadakan oleh gub sebelumnnya gimana pak??? Apa kita belah jadi dua biar ahoker pada happy?? Kalian ini kok kerjanya nyinyirin gubernur anies bae..,Tekamma batena nipatanjari tampa’ loroa parekang jerman iyareka takkalami naballi gubernur rioloa pak??? Mingka nipueki anjari rua sollanna sannang ngasengi ahoker?? Kau ngaseng anjo sanging maccalla gubernur anis mami..
emot-test-107,"Lah elu yang harusnya ditanya teh, kenapa bisa berasumsi guw mah kacang tanpa kulit, maksudnya apa hayo? Ke sana juga kan maksud loooo","Mestina ikau nikuta'nang angngapa naniapikkirangnu angkana canggoreng tena bi'bina, massu'na ?  mange anjoe tooo massu'nu"
indolem-train-2780,"Masih belum bisa move on after KONSER DARI HATI AFGAN semalem, one of my fave song, so heartbreaker? https://instagram.com/p/zqcQhRiGvK/ ","Tenapa nakulle move on lekbakna KONSER BATTU RI ATI AFGAN risubangngi, sekrek kelong pangngaina, natepoki atingna? https://instagram.com/p/zqcQhRiGvK/"
indolem-validation-247,Botul tuh >> PDIP Dinilai Aneh bila Terima Badrodin Kapolri via @inilahdotcom http://ini.la/2180858,Tojeng intu >> PDIP Nianggaki Maraeng Punna Tarima Badrodin Kapolri battu @inilahdotcom http://ini.la/2180858
indolem-test-755,"kotor..seprei banyak nodanya..handuk juga,keliatam kamar jarang dibersihin..reception cuma sendiri..jadi lama kalau minta peralatan mandi..lantai kotor...","ra'masa'.. jai ra'masa' ri supereinna.. handukna pole, kacinikang masagala nitangkasi kamara'na.. se'reji resepsionist.. jari sallo punna appala' pakkakkasa' pa'jenekang.. dapara' ra'masa' "
emot-train-899,"Gak heran sih sama driver gocar yg ngeluh macet. Sama kayak gue ngeluh pas lagi kerja. Terserah deh Pak, saya pura2 gak denger. Capek juga soalnya.","Siratangi akkunrareng macet anjo gocarka, assingkamma nakke akkunrareng riwattungku anjama. Assala katteja pak, assarassara tallangngere'ja, mangnganga bela."
indolem-test-335,Pelayanan nya sangat bagus Tetapi kamar nya kurang bersih Agak sedikit bau Dan seperti wisma,Baji dudu passurona Mingka kamarana tena tangkasa Arrasai sikede na singkamma wisma
indolem-train-897,Buat apa lah susah cari kesana kesini sudah didepan mata? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/1d1fcr,Untu' apa susa a'boya anrinni anjoreng punna nia mi ridallekang mata? ? Kamulah Takdirku battu ri Raffi Ahmad & Nagita Slavina ? https://path.com/p/1d1fcr
indolem-train-2902,"Kadang, mereka yg pergi kadang karena terlalu lelah untuk bertahan. :')","kadang, yang a'lampaia anjo mangngangmi attahang :')"
indolem-train-2361,Nyaman & lumayan bersih. Menurut saya menu sarapan kurang bervariasi dan hot spot wifi perlu ditambah.,Nyamangi & tangkasaji. Kusa’ring anne ka’dokang bari’basa’na tena jai modelena nampa wifina eroki nitambai.
emot-validation-391,saya berusaha bertahan pada situasi dimana saya di teror dari berbagai sisi (kaum hawa lainnya yang kagum akan paras manusia yang saya ceritakan sebelumnya) di bully karna terlalu sering berduaan. di kirimi berbagai surat ancaman dari berbagai kaum hawa di setiap kelas yg brbeda.,nakke berusaha attahang ri anne situasia kemae nakke ni teror battua ri berbagai sisi (kaung baine maraenga iareka kagum nacicik tanja'na taua kucaritayya sebelumna) ni sessai nasabak sanna' biasana sipakrua. nikiringi loe surat ancamang battu ri berbagai kaung bainea ri setiap kelasak maraenga.
emot-train-627,"Seringkali kita luput menyadari, betapa banyaknya kita meminta cinta dri orang lain betapa bnyknya kita mminta perhatian dri orang lain, tapi betpa sedikitnya kita memberi cinta dan perhatian pda org lain #fiersabesari","biasa tena nisadara' , sanna jaina appala' tawwa pangngai mange ri tau maraenga sanna jaina appala' tawwa pangngamaseang ri tau maraenga, nampa sanna sedde'na assare tawwa pangngai mange ri tau maraenga #fiersabesari"
emot-train-739,"Lu sebut ""Bumi Pancasila""? Ustadz lu sebut, ""PANTATCINA"". Demokrasi = thoghut. OTAK","kau kana ""lino pancasila"" ? ustadz nu angkana ""PANTATCINA"" Demokrasi= thoghut. OTAK"
indolem-train-2428,"ac kamar berisik, staf hotel tidak ramah, makanan kurang sip","ac kamara'na ge'gere'ki, panjama hotele'na tena sombere', pakanreangna kurang baji'"
emot-test-186,Cinta datang tanpa di rencanakan Cinta datang begitu saja Tidak pernah ada waktu dan tempat untuk cinta sejati Semuanya terjadi tnp sengaja. Dlm satu detak jantung Dalam satu irama Tapi bisa menghasilkan Moment yang penuh arti #keseleoCinta #EfekGaBisaTidur [URL],Cinnayya battu tena ni parurui cinnaya battu kale-kaleji ta’lebakki nia wattu na tempa’na cinna tojenga kajariangi tena ni kunjungi. Ri massing se’rena doke’ lalanna se’re irama mingka kulle panjari gaukang bajika #keseleoCinta #napakammatenakulletinro [URL]
indolem-train-2111,Shower dan pemanas kamar no 7 lantai 2 perlu diperbaiki,sower siagang pa'bambang kamara' nomoro' 7 lante 2 parallui ribajiki
emot-train-3103,Hey kamuuhhh!! semoga qt dijauhkan dari keputusan yang bodoh ituu Selamat menjalankan ibadah puasa juga budiirrr@olfi_opi,Oi kauuuu!! Barang ribellaiki battu ri pattappukang yang toloa anjo. Salama' pajappa ibada puasa tong budiirrr@olfi_opi
emot-train-718,"Karna orang(presiden kita jkw)ini memang dapat amanah buat mengerjakan ini,andai nyawa dia sendiri yg dimintak oleh IBU PERTIWI agar bangsa ini maju,sejahtera dan Adil beliu pasti berikan.salam sy buat sodara yg ada dipapua [USERNAME]","Ka tau (presidenta jkw) anne gappa tojeng pasang na najamai anne, mingka nyawayya napala Amma Pertiwi na bajiki anne bangsayya, segenna na adili na nasareki.sallangku ri sari’battanga riPapua [USERNAME]"
emot-train-1754,"Ku sadari satu pilihan ku bersamamu di tempat ini, jalani hari dengan semangat yang baru, walau tak seindah yg ku harapkan, tak seburuk yg ku bayangkan, ku tetap berdiri jalani hari penuh warna (yg ngerti pst pada nyanyi )","sadaraka se're pileyang assiagang kau ri anne tampaka. jappai alloa ammake semanga' beru, manna tena nassinggammara' ku erokanga, tena nassikodi apa kubayangkanga, tulusu' ammentenga anjappai allo jaiya warna na (anjo angngisssengai tantu akkelongi) "
indolem-train-1398,"PDIP Dinilai Aneh bila Terima Badrodin Kapolri: INILAHCOM, Jakarta - Anggota Komisi III DPR Fraksi Golkar, Bam... http://bit.ly/1Lp7288 ","PDIP Rinilei Kaalla'-alla' punna Natarimai Badrolin Kapolri: INILAHCOM, Jakarta - Anggota Komisi III DPR Fraksi Golkar, Bam... http://bit.ly/1Lp7288"
indolem-train-2329,"sayangnya: 1. handuknya bau 2. odolnya bekas pas saya buka, sudah terpakai 3. wifi tidak sampai ke kamar 4. alamat sepertinya ga sesuai. harusnya dangdeur indah 1 no 20 bukan dangdeur indah no 20. tks",sayangna: 1. handukna botto' 2. odolokna pas kusungkei anu lekbakmo nipake 3. wifi tena narapiki kamaraka 4. tena nacocok poeng alamakna. harusna dangdeur indah 1 no 20 tania dangdeur indah no 20. tarimakasih
emot-train-46,"anjiir via vallen digituin sm nih org dan dia casually cm blg ""are u angry"" hmm emang hal kaya gitu sebiasa itu sih buat orang luar terutama asal negara2 eropa","anjir Via Valle nipakka anjo ri anne tau a na simata nakanaja ""Larroko"" hmm panggaukang kammaya anjo sanna'ji memang biasana mae ri tau pantaraka utamana tau battu a ri negara Eropa"
indolem-test-464,"Fasilitas lengkap, untuk kebersihan tempat tidur (bantal, selimut dan sprei) tolong diperhatikan. Karena lumayan kotor.","Lengkapki fasilitasna, untuk katangkasanna katinroanga (pa'lungang, salimuk, na seprei) parallui niperhatikan. Nasabak rakmasaki."
indolem-train-3488,ga ad air panas ny.  tidak sesuai dengan promosi,tena je'ne' bambanna. tena nassingkamma promosi na
indolem-train-2556,Tolong jangan datang (lagi) kalau hanya untuk menyakiti (lagi) dan kamu pergi (lagi).,Tabe' teako ambattu (poeng) punna ero' jako pappa'risi (poeng) nampa i kau a'lampa (poeng).
indolem-train-3543,"Wkt prtama kali msk lantainya basah bgt padahal checkin sore sekitar jam 4 atau set 5. Trs wkt msk toilet dan nyalain showernya untuk buang air kcl ga nyala,malah bocor kemana mana kena celana. kemudian gakdapet anduk dan selimut! Tv nya jg burem banyak semutnya. Kecewa....","riwattunna bungasa' antama' sanna basana dapara'na padahal riwattunna check in karueng tette' 4 iyareka sitangngana 5. riwattunna antama' ri toiletka nampa appajappa shower lanipake ta'mea tena na'jppa, mingka boncoro'ji mange mange nataba saloara'. nampa tena nanggappa handuk siagang salimut! Tvna pole kaburuki jai kaluarana, kecewa.."
